id,title,released,popularity,average_stars,total_votes,genres,overview
425909,Ghostbusters: Afterlife,2021-11-11,297.872,7.6,3047,"['Fantasy', 'Comedy', 'Adventure']","When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind."
800510,Kimi,2022-02-10,296.816,6.2,476,['Thriller'],"A tech worker with agoraphobia discovers recorded evidence of a violent crime but is met with resistance when she tries to report it. Seeking justice, she must do the thing she fears the most: she must leave her apartment."
20982,Naruto Shippuden the Movie,2007-08-04,295.546,7.2,459,"['Animation', 'Action', 'Fantasy']","Demons that once almost destroyed the world, are revived by someone. To prevent the world from being destroyed, the demon has to be sealed and the only one who can do it is the shrine maiden Shion from the country of demons, who has two powers; one is sealing demons and the other is predicting the deaths of humans. This time Naruto's mission is to guard Shion, but she predicts Naruto's death. The only way to escape it, is to get away from Shion, which would leave her unguarded, then the demon, whose only goal is to kill Shion will do so, thus meaning the end of the world. Naruto decides to challenge this ""prediction of death."""
778810,Fireheart,2022-01-16,294.653,7.6,146,"['Animation', 'Comedy', 'Family']",The film explores the world of firefighters in 1920s New York City and tells the story of a 16-year-old girl who will have to become a hero in order to save her city.
420821,Chip 'n Dale: Rescue Rangers,2022-05-18,292.047,7.1,718,"['Animation', 'Family', 'Comedy', 'Adventure', 'Mystery']","Decades since their successful television series was canceled, Chip has succumbed to a life of suburban domesticity as an insurance salesman. Dale, meanwhile, has had CGI surgery and works the nostalgia convention circuit, desperate to relive his glory days. When a former cast mate mysteriously disappears, Chip and Dale must repair their broken friendship and take on their Rescue Rangers detective personas once again to save their friend’s life."
545611,Everything Everywhere All at Once,2022-03-24,291.782,8.3,1270,"['Action', 'Adventure', 'Science Fiction']","An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes."
928270,Heatwave,2022-01-17,289.549,7.3,49,['Thriller'],A woman's life takes an unexpected turn when she falls for her boss's wife. She must soon defend herself as she becomes entangled in a web of malice.
476669,The King's Man,2021-12-22,289.16,6.9,3032,"['Action', 'Adventure', 'Thriller', 'War', 'Mystery']","As a collection of history's worst tyrants and criminal masterminds gather to plot a war to wipe out millions, one man must race against time to stop them."
675445,PAW Patrol: The Movie,2021-08-09,288.421,7.4,992,"['Animation', 'Family', 'Adventure', 'Comedy']",Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.
791373,Zack Snyder's Justice League,2021-03-18,288.321,8.3,8023,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions."
799348,Yool and Seul,2021-01-08,288.005,6.0,1,['Drama'],"Yul-i, who has an excellent beauty enough to become a girlfriend after being selected by a famous celebrity, goes on a suicide trip with Seul-i, who has the same troubles as her, and cannot hide her depression when an unwanted video begins to float."
423108,The Conjuring: The Devil Made Me Do It,2021-05-25,284.678,7.6,4595,"['Horror', 'Mystery', 'Thriller']","Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense."
624860,The Matrix Resurrections,2021-12-16,283.387,6.7,3996,"['Science Fiction', 'Action', 'Adventure']","Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix."
877183,The Simpsons in Plusaversary,2021-11-12,283.263,6.6,319,"['Animation', 'Comedy', 'Fantasy']","The Simpsons host a Disney+ Day party and everyone is on the list… except Homer. With friends from across the service and music fit for a Disney Princess, Plusaversary is Springfield's event of the year."
512195,Red Notice,2021-11-04,283.128,6.8,3962,"['Action', 'Comedy', 'Crime', 'Thriller']","An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen."
317442,The Last: Naruto the Movie,2014-12-06,282.521,7.9,1251,"['Action', 'Romance', 'Animation']","Two years after the events of the Fourth Great Ninja War, the moon that Hagoromo Otsutsuki created long ago to seal away the Gedo Statue begins to descend towards the world, threatening to become a meteor that would destroy everything on impact. Amidst this crisis, a direct descendant of Kaguya Otsutsuki named Toneri Otsutsuki attempts to kidnap Hinata Hyuga but ends up abducting her younger sister Hanabi. Naruto and his allies now mount a rescue mission before finding themselves embroiled in a final battle to decide the fate of everything."
347201,Boruto: Naruto the Movie,2015-08-07,280.678,7.6,1066,"['Animation', 'Action', 'Comedy']","The spirited Boruto Uzumaki, son of Seventh Hokage Naruto, is a skilled ninja who possesses the same brashness and passion his father once had. However, the constant absence of his father, who is busy with his Hokage duties, puts a damper on Boruto's fire. He ends up meeting his father's friend Sasuke, and requests to become... his apprentice!? The curtain on the story of the new generation rises!"
606402,Yaksha: Ruthless Operations,2022-04-08,280.529,6.2,105,['Action'],"Nicknamed after a human-devouring spirit, the ruthless leader of an overseas black ops team takes up a dangerous mission in a city riddled with spies."
755812,"Miraculous World: New York, United HeroeZ",2020-09-25,279.251,8.2,915,"['Animation', 'Family', 'Adventure', 'TV Movie', 'Fantasy', 'Action']","During a school field trip, Ladybug and Cat Noir meet the American superheroes, whom they have to save from an akumatised super-villain. They discover that Miraculous exist in the United States too."
852592,Centauro,2022-06-15,278.21,6.4,86,"['Action', 'Crime', 'Thriller']","Rafa's hooked on the pure, fiery feelings he gets from speed racing, but when his kid's mom gets mixed up with drug dealers, he burns rubber to save her."
436969,The Suicide Squad,2021-07-28,277.807,7.6,6457,"['Action', 'Comedy', 'Adventure']","Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese."
912826,Rubius X,2022-07-21,276.764,8.5,102,['Documentary'],"On the 10th anniversary of the publication of his first video on the Internet, ""Rubius X"" is a documentary that deals with the origin, motivation and secrets behind Rubius, one of the most followed Spanish content creators in the world. A review of the history of a pioneer, the icon of a whole generation, who represents like few others the revolution of the new digital media."
646385,Scream,2022-01-12,275.444,6.8,1552,"['Horror', 'Mystery', 'Thriller']","Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past."
1003995,Enfermo Amor,2022-07-27,274.788,7.3,22,"['Comedy', 'Romance', 'Drama']",
916821,Gasoline Alley,2022-02-25,273.026,5.3,65,"['Action', 'Thriller', 'Crime', 'Mystery']","A man implicated in the triple homicide of three Hollywood starlets begins his own investigation. Needing assistance, he enlists the two detectives on his tail in order to expose a conspiracy more explosive than any of them imagined."
632727,Texas Chainsaw Massacre,2022-02-18,271.423,5.3,879,"['Horror', 'Thriller']","After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic influencers who accidentally disrupt his carefully shielded world in a remote Texas town."
299534,Avengers: Endgame,2019-04-24,267.887,8.3,21564,"['Adventure', 'Science Fiction', 'Action']","After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store."
619803,The Roundup,2022-05-18,265.521,7.3,45,"['Crime', 'Action']","The ‘Beast Cop’ Ma Seok-do heads to a foreign country to extradite a suspect, but soon after his arrival, he discovers additional murder cases and hears about a vicious killer who has been committing crimes against tourists for several years."
696806,The Adam Project,2022-03-11,264.625,7.1,2785,"['Action', 'Adventure', 'Comedy', 'Science Fiction']","After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self on a mission to save the future."
671,Harry Potter and the Philosopher's Stone,2001-11-16,263.54,7.9,23041,"['Adventure', 'Fantasy']","Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame."
897424,Dark Cloud,2022-05-09,263.091,6.7,54,"['Science Fiction', 'Horror', 'Thriller']","Following the aftermath of a horrific accident, a woman is voluntarily subjected to artificial intelligence for rehabilitation."
892527,King,2022-02-16,262.943,6.9,65,"['Adventure', 'Comedy', 'Family']","King, a trafficked lion cub, escapes from the airport and takes refuge with Inès and Alex, who then have the crazy idea of getting him back to Africa. Anything can happen when Max their kooky grandfather, decides to join the adventure."
24428,The Avengers,2012-04-25,261.748,7.7,27340,"['Science Fiction', 'Action', 'Adventure']","When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!"
395,AVP: Alien vs. Predator,2004-08-12,261.416,5.9,3567,"['Adventure', 'Science Fiction', 'Action', 'Horror']","When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race."
674,Harry Potter and the Goblet of Fire,2005-11-16,260.454,7.8,17553,"['Adventure', 'Fantasy', 'Family']","When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named."
855433,Escape Room: La Película,2022-03-11,259.701,5.7,13,"['Horror', 'Comedy', 'Thriller']",
939475,Too Old for Fairy Tales,2022-03-18,258.675,6.6,22,"['Family', 'Comedy']","In Waldek's life, filled mainly with computer games, there is a real earthquake. During her absence, mum stays under the care of a crazy and unpredictable aunt, who introduces discipline that has been alien to him so far and imposes new duties. But although an extraordinary relative gives Waldek a real survival camp, the boy also receives the most valuable life lesson from her."
613504,After We Collided,2020-09-02,257.854,7.3,4650,"['Romance', 'Drama']",Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.
975117,Father There Is Only One 3,,257.271,6.8,3,[],"Christmas is coming. The children accidentally break a Nativity scene figurine from their father's collection and must by all means get an equal one, the problem is that it is a unique antique piece. Sara, the eldest daughter breaks up with her boyfriend, Ocho, who will try to recover her favors with the help of her father-in-law, Javier. Precisely Javier's father-in-law, Marisa's father, will be welcomed into the family home to spend the holidays after her recent separation, which will not leave Javier's mother, Milagros, indifferent. Rocío, the folklore of the family, who has been playing the Virgin for several Christmases, is relegated this year to playing the shepherdess, something that her father, Javier, is not willing to assume."
34433,Dragon Ball Z: Broly – The Legendary Super Saiyan,1993-03-06,257.242,7.2,666,"['Animation', 'Science Fiction', 'Action']","While the Saiyan Paragus persuades Vegeta to rule a new planet, King Kai alerts Goku of the South Galaxy's destruction by an unknown Super Saiyan."
955740,Dakota,2022-04-01,256.044,6.1,11,"['Family', 'Adventure']","Dakota, an ex-service dog, joins single mum Kate and her daughter Alex to live on their small-town family farm. Dakota quickly adjusts to her new home and becomes somewhat of a local hero, soon becoming inseparable from Alex. But when the farm’s existence is threatened by the town’s rogue sheriff, Dakota must help the family band together and save the land."
537915,After,2019-04-11,254.656,7.2,7185,"['Romance', 'Drama']","Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life."
7445,Brothers,2009-01-22,253.304,7.2,2403,"['Drama', 'Thriller', 'War']","When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem."
785985,The Takedown,2022-05-06,252.675,6.0,310,"['Comedy', 'Action']","Ousmane Diakité and François Monge are two cops with very different styles, backgrounds and careers. The unlikely pair are reunited once again for a new investigation that takes them across France. What seemed to be a simple drug deal turns out to be a much bigger criminal case wrapped in danger and unexpected comedy."
820232,Demon Slayer: Kimetsu no Yaiba Sibling's Bond,2019-03-29,252.325,8.6,41,"['Action', 'Animation', 'Fantasy']","Tanjiro finds his family slaughtered and the lone survivor, his sister Nezuko Kamado, turned into a Demon. To his surprise, however, Nezuko still shows signs of human emotion and thought. Thus begins Tanjiro's journey to seek out the Demon who killed their family and turn his sister human again. A recap film of Kimetsu no Yaiba, covering episodes 1-5 with extra footage."
754609,Mrs. Harris Goes to Paris,2022-07-15,250.327,7.7,33,"['Comedy', 'Drama']",A 1950s London cleaning lady falls in love with an haute couture dress by Christian Dior and decides to gamble everything for the sake of this folly.
992187,Chip and Potato: Chip's Holiday,2022-06-27,249.654,5.3,6,['Animation'],"When falling coconuts keep everyone awake all night on vacation, Chip and Potato come up with a plan to help the family get a puggy good night's sleep!"
810171,The Valet,2022-05-11,247.817,7.8,323,"['Comedy', 'Romance']","World famous movie star Olivia faces a PR disaster when a paparazzi snaps a photo of her with her married lover, Vincent. The hard-working valet Antonio accidentally appears in the same photo and is enlisted to pose as Olivia’s new boyfriend as a cover-up. This ruse with Olivia thrusts Antonio into the spotlight and unexpected chaos."
952217,King Tweety,2022-06-13,247.273,7.4,40,"['Animation', 'Comedy', 'Family']","Everyone's favorite yellow canary unexpectedly becomes next in line for the crown when the queen of an island paradise disappears. His Little Highness’ entourage includes motorbike daredevil Granny and sly Sylvester, whose allegiance is tested when he uncovers a sinister plot to eliminate Tweety for good."
818647,Through My Window,2022-02-04,247.205,7.5,2180,"['Drama', 'Romance']","Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections."
587272,Father There Is Only One,2019-08-02,247.015,7.6,518,['Comedy'],"Javier is what we have dubbed as a ""husband-in-law."" That is that without taking care of the care of the house and children at all, he knows exactly what needs to be done, and that he continuously collects a sum of sentences from the type: ""It is that you do not organize"", or ""do not get nervous"", you already consider that overflowing woman drowns in a glass of water. Javier will have to face the reality of dealing with five children (between four and twelve years old) when his wife decides to go on a trip and leave him alone with them. The chaotic situation that takes place at home will progressively evolve ecologically to the most absolute disaster, but at the same time it will give parents and children the opportunity to meet and enjoy themselves for the first time."
762504,Nope,2022-07-20,246.151,7.1,153,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']","Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery."
672,Harry Potter and the Chamber of Secrets,2002-11-13,245.044,7.7,18567,"['Adventure', 'Fantasy']","Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage."
864116,A Day to Die,2022-03-04,244.376,6.3,130,"['Action', 'Thriller', 'Crime']","A disgraced parole officer is indebted to a local gang leader and forced to pull off a series of dangerous drug heists within twelve hours in order to pay the $2 million dollars he owes, rescue his kidnapped pregnant wife, and settle a score with the city's corrupt police chief, who is working with the gang leader and double-crossed him years ago."
843243,Fate/kaleid liner Prisma☆Illya: Licht Nameless Girl,2021-08-27,241.735,0.0,0,"['Action', 'Animation', 'Fantasy']","The Ainsworth family's goal is to save the world from evil, but their success depends on the great sacrifice Magical Girl Miyu makes for them. Her brother Shirou, however, is not willing to let the family have his sister without a fight. That’s why he doggedly searches for a way to save not only the world but also Miyu..."
746333,Superwho?,2022-02-02,240.99,6.1,195,"['Comedy', 'Action']","Struggling actor Cedric seems doomed to lead the life of a loser. He's broke and his girlfriend has dumped him. Even his own father, sister and best buddies have lost faith in his ability to do anything worthwhile. Then finally, he gets a lead role: the superhero “Badman“. A chance to pull himself out of an endless downward spiral and gain his father's respect. But fate strikes again! Rushing off the set in full costume, Cedric has a car accident, loses his memory, and wakes up convinced he really is a superhero on mission! Confronted with real-life adventure and danger, his true nature is put to the test. Does he have what it takes to tackle the forces of evil, defend the weakest among us and beat the bad guys? But you can't just decide to be a hero, let alone a superhero... especially someone like Cedric!"
913205,Teen Titans Go! & DC Super Hero Girls: Mayhem in the Multiverse,2022-05-23,240.54,6.9,56,"['Animation', 'Action', 'Comedy']","With the help of an ancient Kryptonian power, Lex Luthor unites the world’s Super-Villains to capture all of Earth's Super Heroes, until…only the DC Super Hero Girls are left to stop the Legion of Doom. Our heroes must cross dimensions to rescue their fellow Super Heroes from the Phantom Zone, but a fortuitous wrong turn leads them to Titans Tower – where they find much-needed allies in the Teen Titans!"
399566,Godzilla vs. Kong,2021-03-24,238.244,7.8,8112,"['Action', 'Fantasy', 'Science Fiction']","In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages."
550988,Free Guy,2021-08-11,235.565,7.7,6105,"['Comedy', 'Adventure', 'Science Fiction']",A bank teller called Guy realizes he is a background character in an open world video game called Free City that will soon go offline.
892153,Tom and Jerry Cowboy Up!,2022-01-24,235.175,6.9,372,"['Animation', 'Comedy', 'Family', 'Western']","This time, the rivals team up to help a cowgirl and her brother save their homestead from a greedy land-grabber, and they’re going to need some help! Jerry’s three precocious nephews are all ready for action, and Tom is rounding up a posse of prairie dogs. But can a ragtag band of varmints defeat a deceitful desperado determined to deceive a damsel in distress? No matter what happens with Tom and Jerry in the saddle, it’ll be a rootin’ tootin’ good time!"
767,Harry Potter and the Half-Blood Prince,2009-07-07,232.881,7.7,16438,"['Adventure', 'Fantasy']","As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again."
529203,The Croods: A New Age,2020-11-25,230.461,7.6,3063,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']","Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together."
673,Harry Potter and the Prisoner of Azkaban,2004-05-31,229.386,8.0,18263,"['Adventure', 'Fantasy']","Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all."
639721,The Addams Family 2,2021-10-01,229.063,7.1,908,"['Animation', 'Adventure', 'Comedy', 'Family']",The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.
585,"Monsters, Inc.",2001-11-01,228.88,7.8,15787,"['Animation', 'Comedy', 'Family']","James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world."
67203,Arctic Predator,2010-08-20,228.538,5.6,33,"['Action', 'Science Fiction', 'Thriller']",A team searching for a long-lost ship in the Arctic unwittingly unleash an alien creature that looks like it's made of ice.
979163,Beyond Infinity: Buzz and the Journey to Lightyear,2022-06-10,227.354,7.1,191,['Documentary'],"Explore the evolution of Buzz Lightyear from toy to human in the making of Pixar’s Lightyear. Dive into the origin and cultural impact of everyone’s favorite Space Ranger, the art of designing a new “human Buzz,” and the challenges faced by the Lightyear crew along the way."
497698,Black Widow,2021-07-07,227.239,7.4,7961,"['Action', 'Adventure', 'Science Fiction']","Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger."
589761,Chernobyl: Abyss,2021-04-15,225.18,6.2,382,"['Drama', 'History', 'Adventure']",The aftermath of a shocking explosion at the Chernobyl nuclear power station made hundreds of people sacrifice their lives to clean up the site of the catastrophe and to successfully prevent an even bigger disaster that could have turned a large part of the European continent into an uninhabitable exclusion zone. This is their story.
12445,Harry Potter and the Deathly Hallows: Part 2,2011-07-07,219.894,8.1,17570,"['Fantasy', 'Adventure']","Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills."
385128,F9,2021-05-19,226.082,7.2,5577,"['Action', 'Crime', 'Thriller']",Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.
50014,The Help,2011-08-09,237.752,8.2,6614,['Drama'],"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines."
682908,Nice Sister-In-Law 3,2018-06-07,311.352,0.0,0,['Romance'],"Jung-tae has become a successful businessman. One day, he calls for a substitute driver, but the driver was Min-goo, the man who married his crush, Yoo-ri. Jung-tae still hadn't forgotten Yoo-ri and learns that life if tough for this couple. Jung-tae suggests something to Min-goo and that is to let him live with Yoo-ri for a year in return for 300 million won and his house."
937013,The Mystic Nine: Begonia from Qingshan,2022-02-10,222.166,4.4,5,"['Action', 'Mystery', 'Adventure']","At the beginning of the 20th century, Zhang Qi Shan and his father were subject to experimentation by the traitor Zuo Qian Zhi. Ten years later, Zhang Qi Shan seeks his revenge. He arrives in Changsha for the first time and meets Er Yue Hong. The two join forces to go against Zuo Qian Zhi and the monster that threatens the city."
798223,Recurrence,2022-07-27,226.415,5.5,51,"['Thriller', 'Crime', 'Drama']","Years after moving to a remote town, ex-cop Pipa is pulled back into the dark world she thought she'd left behind when a corpse appears on her property."
987337,The Wonderful Summer of Mickey Mouse,2022-07-08,220.229,6.1,8,"['Animation', 'Comedy']",Mickey Mouse and his friends each recall the wild events leading up to the Annual Summer Fireworks Spectacular from their point-of-view.
933886,Dos más dos,2022-03-31,218.326,6.8,28,['Comedy'],
99861,Avengers: Age of Ultron,2015-04-22,212.321,7.3,20199,"['Action', 'Adventure', 'Science Fiction']","When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure."
527774,Raya and the Last Dragon,2021-03-03,192.533,8.0,5501,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure']","Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people."
685274,Mobile Suit Gundam Hathaway,2021-06-11,211.282,7.5,95,"['Animation', 'Action', 'Drama', 'Science Fiction']","After Char's rebellion, Hathaway Noa leads an insurgency against Earth Federation, but meeting an enemy officer and a mysterious woman alters his fate."
668742,Father There Is Only One 2,2020-07-29,197.781,7.5,397,"['Comedy', 'Family']",The success of the Conchy virtual assistant (which was developed by Javier) has earned him a favorable spot in the parents chat room - until something unexpected ruins it all.
895953,Beyond the Summit,2022-03-25,215.796,6.0,5,"['Drama', 'Adventure', 'Thriller']","Mateo undertakes the ascent of Annapurna, the most dangerous mountain on the planet, in order to reach the summit and thus fulfill an old promise."
354912,Coco,2017-10-27,221.821,8.2,15999,"['Family', 'Animation', 'Fantasy', 'Music', 'Comedy', 'Adventure']","Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history."
833593,2037,2022-06-08,187.903,5.7,3,"['Family', 'Drama']","19-year-old Yoon Young lives alone with her mother and prepares for the civil service exam while working part-time. Regardless of good heart and sincere will, unexpected incidents turn Yoon Young from a victim to the killer, driving her to prison and being called inmate ""2037"" instead of ""Yoon Young."" In a hopeless situation her co-inmates in Cell No. 12 with their own stories offer a hand of hope to protect Yoon Young..."
589754,The Last Warrior: Root of Evil,2021-01-01,204.156,7.0,114,"['Fantasy', 'Adventure', 'Comedy']","Peace and tranquility have set in Belogorie. The evil was defeated and Ivan is now enjoying his well-deserved fame. He is surrounded by his family, friends and small wonders from the modern world that help him lead a comfortable life. Luckily, he has his Magic Sword to cut a gap between the worlds to get some supplies quite regularly. But when an ancient evil rises and the existence of the magic world is put to danger, Ivan has to team up with his old friends and his new rivals. They will set out on a long journey beyond the known world to find a way to defeat the enemies and to return peace to Belogorie."
632357,The Unholy,2021-03-31,202.564,6.7,1693,"['Horror', 'Mystery']","Alice is young hearing-impaired girl who, after a supposed visitation from the Virgin Mary, is inexplicably able to hear, speak and heal the sick. As word spreads and people from near and far flock to witness her miracles, a disgraced journalist hoping to revive his career visits the small New England town to investigate. When terrifying events begin to happen all around, he starts to question if these phenomena are the works of the Virgin Mary or something much more sinister."
818750,The In Between,2022-02-11,210.07,7.3,404,"['Romance', 'Science Fiction', 'Drama']","After surviving a car accident that took the life of her boyfriend, a teenage girl believes he's attempting to reconnect with her from the after world."
770509,The Nights Belong to Monsters,2021-10-09,215.005,5.4,4,"['Fantasy', 'Drama']","Sol, a 17-year-old teenager, moves with her mother to the Gonzalo's home, the actual mother's boyfriend. In this town, where from the beginning Sol only finds hostility, she must face bullying from her schoolmates and Gonzalo's harassment. While wandering the streets trying to find a way out, Sol meet a mysterious and magical female dog with whom she establish a symbiotic relationship. It be this dog, the one that violently and surprisingly, always appear to defend Sol until the last consequences."
12444,Harry Potter and the Deathly Hallows: Part 1,2010-10-17,209.19,7.8,16306,"['Adventure', 'Fantasy']","Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever."
379686,Space Jam: A New Legacy,2021-07-08,225.869,7.0,3246,"['Family', 'Animation', 'Comedy', 'Science Fiction']","When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life."
293660,Deadpool,2016-02-09,197.604,7.6,27130,"['Action', 'Adventure', 'Comedy']","The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life."
703771,Deathstroke: Knights & Dragons - The Movie,2020-08-04,212.841,6.9,358,"['Animation', 'Action', 'Adventure', 'Science Fiction']",The assassin Deathstroke tries to save his family from the wrath of H.I.V.E. and the murderous Jackal.
